ad_id,campaign_id,date,platform,age_group,impressions,clicks,conversions,spend,revenue,ctr,cpc,cpm,cvr,cpa,quality_score,quality_label
23,CAMP_003,2026-04-03,Facebook,25-34,23535,1235,93,88,222,0.05247503717867007,0.07125506072874493,3.7391119609092844,0.07530364372469636,0.946236559139785,4,good
24,CAMP_003,2026-04-04,Facebook,18-24,25452,1004,59,103,313,0.039446801823039446,0.10258964143426295,4.046833254754047,0.05876494023904383,1.7457627118644068,3,good
25,CAMP_003,2026-04-05,Facebook,18-24,27111,1647,102,131,393,0.06075024897643023,0.07953855494839102,4.83198701634023,0.061930783242258654,1.2843137254901962,4,good
26,CAMP_003,2026-04-06,Facebook,35-44,26384,1300,81,110,263,0.04927228623408126,0.08461538461538462,4.169193450576107,0.06230769230769231,1.3580246913580247,4,good
27,CAMP_003,2026-04-07,Facebook,45-54,27503,1279,76,93,173,0.04650401774351889,0.0727130570758405,3.381449296440388,0.05942142298670837,1.2236842105263157,4,good
28,CAMP_003,2026-04-08,Facebook,45-54,28056,1066,41,113,265,0.0379954376960365,0.10600375234521577,4.027658967778729,0.038461538461538464,2.7560975609756095,3,good
29,CAMP_003,2026-04-09,Facebook,25-34,30224,1516,48,118,369,0.050158814187400744,0.07783641160949868,3.9041821069348863,0.0316622691292876,2.4583333333333335,3,good
30,CAMP_003,2026-04-10,Facebook,25-34,28228,1204,69,92,237,0.0426526852770299,0.07641196013289037,3.2591752869491284,0.057308970099667775,1.3333333333333333,4,good
31,CAMP_004,2026-04-01,TikTok,25-34,28366,1104,75,108,333,0.038919833603609955,0.09782608695652174,3.8073750264401043,0.06793478260869565,1.44,4,good
32,CAMP_004,2026-04-02,TikTok,25-34,28579,1230,71,114,371,0.043038594772385315,0.09268292682926829,3.988942930123517,0.05772357723577236,1.6056338028169015,3,good
33,CAMP_004,2026-04-03,TikTok,25-34,27129,1337,95,88,320,0.049283055033359134,0.06581899775617053,3.243761288657894,0.07105459985041136,0.9263157894736842,4,good
34,CAMP_004,2026-04-04,TikTok,18-24,29617,1134,62,86,228,0.03828882060978492,0.07583774250440917,2.903737718202384,0.054673721340388004,1.3870967741935485,4,good
35,CAMP_004,2026-04-05,TikTok,25-34,30293,1106,65,95,307,0.03651008483808141,0.08589511754068715,3.1360380285874627,0.05877034358047016,1.4615384615384615,4,good
36,CAMP_004,2026-04-06,TikTok,18-24,31164,1317,62,117,344,0.04226030034655372,0.0888382687927107,3.7543319214478243,0.047076689445709946,1.8870967741935485,3,good
37,CAMP_004,2026-04-07,TikTok,35-44,29680,1538,75,109,369,0.05181940700808625,0.07087126137841353,3.6725067385444747,0.04876462938881664,1.4533333333333334,4,good
38,CAMP_004,2026-04-08,TikTok,18-24,31199,1440,62,129,418,0.04615532549120164,0.08958333333333333,4.134747908586814,0.043055555555555555,2.0806451612903225,3,good
39,CAMP_004,2026-04-09,TikTok,45-54,32152,1266,70,101,283,0.03937546653396367,0.07977883096366509,3.1413286887285397,0.05529225908372828,1.4428571428571428,4,good
40,CAMP_004,2026-04-10,TikTok,35-44,34031,1249,91,133,432,0.03670183068378831,0.10648518815052041,3.908201345831742,0.07285828662930344,1.4615384615384615,4,good
41,CAMP_005,2026-04-01,Facebook,35-44,24382,1210,87,83,230,0.04962677384956115,0.06859504132231405,3.4041506029037816,0.07190082644628099,0.9540229885057471,4,good
42,CAMP_005,2026-04-02,Facebook,18-24,23804,1081,80,121,392,0.045412535708284324,0.11193339500462535,5.0831792975970425,0.07400555041628122,1.5125,4,good
43,CAMP_005,2026-04-03,Facebook,35-44,25100,1338,108,94,210,0.05330677290836654,0.07025411061285501,3.745019920318725,0.08071748878923767,0.8703703703703703,4,good
44,CAMP_005,2026-04-04,Facebook,25-34,24476,1077,85,133,416,0.044002287955548294,0.12349117920148561,5.4338944271939855,0.07892293407613742,1.5647058823529412,3,good
45,CAMP_005,2026-04-05,Facebook,25-34,26409,1545,111,135,342,0.058502783142110645,0.08737864077669903,5.11189367261161,0.07184466019417475,1.2162162162162162,4,good
46,CAMP_005,2026-04-06,Facebook,25-34,26782,1081,87,131,358,0.040362930326338586,0.1211840888066605,4.891344933164065,0.08048103607770583,1.5057471264367817,4,good
47,CAMP_005,2026-04-07,Facebook,35-44,27674,1420,89,103,272,0.051311700513117,0.07253521126760563,3.7219050372190505,0.06267605633802817,1.1573033707865168,4,good
48,CAMP_005,2026-04-08,Facebook,25-34,27683,1591,117,127,324,0.057472094787414656,0.0798240100565682,4.587653072282628,0.07353865493400377,1.0854700854700854,4,good
49,CAMP_005,2026-04-09,Facebook,25-34,28988,1380,86,132,363,0.04760590589209328,0.09565217391304348,4.553608389678488,0.06231884057971015,1.5348837209302326,4,good
50,CAMP_005,2026-04-10,Facebook,35-44,27112,1213,86,149,498,0.04474033638241369,0.12283594394064304,5.49572145175568,0.07089859851607584,1.7325581395348837,3,good
51,CAMP_006,2026-04-01,Facebook,35-44,24030,1128,92,96,270,0.04694132334581773,0.0851063829787234,3.9950062421972534,0.08156028368794327,1.0434782608695652,4,good
52,CAMP_006,2026-04-02,Facebook,25-34,26104,975,80,107,343,0.037350597609561755,0.10974358974358975,4.098988660741648,0.08205128205128205,1.3375,4,good
53,CAMP_006,2026-04-03,Facebook,45-54,24172,1107,64,125,338,0.045796789674002976,0.11291779584462511,5.171272546748304,0.057813911472448055,1.953125,3,good
54,CAMP_006,2026-04-04,Facebook,18-24,25841,1299,97,136,389,0.05026895243992106,0.10469591993841416,5.262954220037924,0.07467282525019246,1.402061855670103,4,good
55,CAMP_006,2026-04-05,Facebook,18-24,26060,994,76,110,429,0.03814274750575595,0.11066398390342053,4.22102839600921,0.07645875251509054,1.4473684210526316,4,good
56,CAMP_006,2026-04-06,Facebook,35-44,25084,1154,85,119,329,0.04600542178280976,0.10311958405545928,4.7440599585393075,0.07365684575389948,1.4,4,good
57,CAMP_006,2026-04-07,Facebook,35-44,26112,1432,103,145,374,0.0548406862745098,0.10125698324022346,5.553002450980393,0.07192737430167598,1.4077669902912622,4,good
58,CAMP_006,2026-04-08,Facebook,45-54,28399,1249,95,135,294,0.04398042184583964,0.10808646917534027,4.753688510158808,0.07606084867894315,1.4210526315789473,4,good
59,CAMP_006,2026-04-09,Facebook,25-34,29317,1127,63,121,337,0.03844185967186274,0.10736468500443656,4.127298154654296,0.055900621118012424,1.9206349206349207,3,good
60,CAMP_006,2026-04-10,Facebook,25-34,28802,1410,74,153,401,0.048954933685160754,0.10851063829787234,5.312131102006806,0.0524822695035461,2.0675675675675675,3,good
61,CAMP_007,2026-04-01,TikTok,18-24,28344,1344,61,133,304,0.04741744284504657,0.09895833333333333,4.6923511148744,0.04538690476190476,2.180327868852459,3,good
62,CAMP_007,2026-04-02,TikTok,18-24,28736,1450,72,90,250,0.05045935412026726,0.06206896551724138,3.13195991091314,0.0496551724137931,1.25,4,good
63,CAMP_007,2026-04-03,TikTok,18-24,29673,1389,69,106,217,0.04681023152360732,0.07631389488840892,3.5722710881946553,0.04967602591792657,1.536231884057971,4,good
64,CAMP_007,2026-04-04,TikTok,18-24,27563,1388,50,140,367,0.05035736313173457,0.10086455331412104,5.079272938359395,0.03602305475504323,2.8,3,good
65,CAMP_007,2026-04-05,TikTok,45-54,28649,1350,80,141,508,0.04712206359733324,0.10444444444444445,4.921637753499249,0.05925925925925926,1.7625,3,good
66,CAMP_007,2026-04-06,TikTok,18-24,30533,1464,49,115,286,0.04794812170438542,0.07855191256830601,3.7664166639373793,0.03346994535519126,2.3469387755102042,3,good
67,CAMP_007,2026-04-07,TikTok,35-44,30741,1393,77,111,260,0.04531407566442211,0.07968413496051686,3.610812920854884,0.05527638190954774,1.4415584415584415,4,good
68,CAMP_007,2026-04-08,TikTok,35-44,33524,1525,80,122,261,0.045489798353418445,0.08,3.6391838682734754,0.05245901639344262,1.525,4,good
69,CAMP_007,2026-04-09,TikTok,18-24,32148,1489,60,151,360,0.0463170337190494,0.10141034251175285,4.697026253577206,0.040295500335795834,2.5166666666666666,3,good
70,CAMP_007,2026-04-10,TikTok,18-24,32555,1837,85,107,226,0.056427584088465675,0.058247142079477406,3.286745507602519,0.04627109417528579,1.2588235294117647,4,good
71,CAMP_008,2026-04-01,Google Ads,45-54,23442,1134,59,108,352,0.04837471205528539,0.09523809523809523,4.607115433836704,0.05202821869488536,1.8305084745762712,3,good
72,CAMP_008,2026-04-02,Google Ads,45-54,24017,1708,86,126,392,0.07111629262605654,0.07377049180327869,5.246283882250072,0.05035128805620609,1.4651162790697674,4,good
73,CAMP_008,2026-04-03,Google Ads,25-34,22697,1323,84,101,273,0.05828964180288144,0.07634164777021919,4.4499273031678195,0.06349206349206349,1.2023809523809523,4,good
74,CAMP_008,2026-04-04,Google Ads,45-54,25013,1192,59,108,288,0.047655219285971294,0.09060402684563758,4.3177547675208885,0.04949664429530201,1.8305084745762712,3,good
75,CAMP_008,2026-04-05,Google Ads,45-54,24358,1487,45,130,363,0.06104770506609738,0.08742434431741762,5.337055587486658,0.03026227303295225,2.888888888888889,3,good
76,CAMP_008,2026-04-06,Google Ads,25-34,24032,1176,75,100,283,0.048934753661784285,0.08503401360544217,4.161118508655127,0.06377551020408163,1.3333333333333333,4,good
77,CAMP_008,2026-04-07,Google Ads,18-24,25320,1736,116,119,343,0.06856240126382307,0.06854838709677419,4.699842022116904,0.06682027649769585,1.0258620689655173,4,good
78,CAMP_008,2026-04-08,Google Ads,45-54,25670,1638,83,143,329,0.0638098948188547,0.0873015873015873,5.570705103233346,0.05067155067155067,1.7228915662650603,3,good
79,CAMP_008,2026-04-09,Google Ads,25-34,26475,1499,86,128,292,0.05661945231350331,0.08539026017344896,4.834749763928234,0.057371581054036024,1.4883720930232558,4,good
80,CAMP_008,2026-04-10,Google Ads,35-44,25967,1410,110,138,439,0.05429968806562175,0.09787234042553192,5.314437555358724,0.07801418439716312,1.2545454545454546,4,good
81,CAMP_009,2026-04-01,Facebook,35-44,24562,906,53,144,395,0.03688624704828597,0.15894039735099338,5.862714762641478,0.05849889624724062,2.7169811320754715,3,good
82,CAMP_009,2026-04-02,Facebook,25-34,26964,1268,80,127,397,0.04702566384809376,0.10015772870662461,4.709983681946299,0.06309148264984227,1.5875,3,good
83,CAMP_009,2026-04-03,Facebook,25-34,26169,1017,57,107,292,0.0388627765676946,0.10521140609636184,4.0888073674958925,0.05604719764011799,1.8771929824561404,3,good
84,CAMP_009,2026-04-04,Facebook,45-54,25700,1219,59,133,351,0.04743190661478599,0.10910582444626743,5.175097276264591,0.04840032813781788,2.2542372881355934,3,good
85,CAMP_009,2026-04-05,Facebook,25-34,25922,1190,66,142,414,0.045906951624103076,0.11932773109243698,5.477972378674485,0.05546218487394958,2.1515151515151514,3,good
86,CAMP_009,2026-04-06,Facebook,18-24,28220,1195,59,131,380,0.0423458540042523,0.1096234309623431,4.642097802976613,0.049372384937238493,2.2203389830508473,3,good
87,CAMP_009,2026-04-07,Facebook,25-34,28121,1117,58,155,507,0.03972120479357064,0.1387645478961504,5.511895025070232,0.051924798567591766,2.6724137931034484,3,good
88,CAMP_009,2026-04-08,Facebook,35-44,29357,981,59,108,277,0.03341622100350853,0.11009174311926606,3.6788500187348845,0.060142711518858305,1.8305084745762712,3,good
89,CAMP_009,2026-04-09,Facebook,35-44,28243,893,38,138,420,0.03161845413022696,0.15453527435610304,4.886166483730482,0.0425531914893617,3.6315789473684212,3,good
90,CAMP_009,2026-04-10,Facebook,35-44,28616,1041,53,112,325,0.03637824993010903,0.10758885686839577,3.9138943248532287,0.05091258405379443,2.1132075471698113,3,good
91,CAMP_010,2026-04-01,Google Ads,18-24,21832,1355,88,121,335,0.0620648589226823,0.08929889298892989,5.5423231953096375,0.06494464944649446,1.375,4,good
92,CAMP_010,2026-04-02,Google Ads,45-54,23058,1272,67,124,326,0.05516523549310435,0.09748427672955975,5.377743082661116,0.05267295597484277,1.8507462686567164,3,good
93,CAMP_010,2026-04-03,Google Ads,45-54,23239,1425,72,112,364,0.061319333878394076,0.07859649122807018,4.819484487284306,0.05052631578947368,1.5555555555555556,4,good
94,CAMP_010,2026-04-04,Google Ads,25-34,22879,1437,100,156,412,0.06280868919096114,0.10855949895615867,6.818479828663841,0.06958942240779402,1.56,4,good
95,CAMP_010,2026-04-05,Google Ads,25-34,24189,963,44,113,374,0.03981148455909711,0.11734164070612668,4.671544917111084,0.04569055036344756,2.5681818181818183,3,good
96,CAMP_010,2026-04-06,Google Ads,25-34,24108,1367,104,127,372,0.056703169072507054,0.09290416971470374,5.267960842873735,0.07607900512070227,1.2211538461538463,4,good
97,CAMP_010,2026-04-07,Google Ads,35-44,25684,1376,75,155,455,0.05357420962466906,0.11264534883720931,6.034885531848622,0.05450581395348837,2.066666666666667,3,good
98,CAMP_010,2026-04-08,Google Ads,25-34,25247,1240,72,158,432,0.04911474630649186,0.12741935483870967,6.258169287440092,0.05806451612903226,2.1944444444444446,3,good
99,CAMP_010,2026-04-09,Google Ads,35-44,27035,1466,53,149,435,0.05422600332901794,0.10163710777626193,5.511374144627335,0.03615279672578445,2.811320754716981,3,good
100,CAMP_010,2026-04-10,Google Ads,35-44,28853,1579,78,160,576,0.054725678438983814,0.1013299556681444,5.5453505701313555,0.04939835338822039,2.051282051282051,3,good
101,CAMP_011,2026-04-01,Facebook,25-34,23511,960,74,124,398,0.040831951001658796,0.12916666666666668,5.274127004380928,0.07708333333333334,1.6756756756756757,3,good
102,CAMP_011,2026-04-02,Facebook,45-54,25582,1189,83,102,359,0.04647799233836291,0.08578637510513036,3.9871784848721754,0.06980656013456686,1.2289156626506024,4,good
103,CAMP_011,2026-04-03,Facebook,18-24,25407,1468,116,122,440,0.05777935214704609,0.08310626702997276,4.801826268351242,0.07901907356948229,1.0517241379310345,4,good
104,CAMP_011,2026-04-04,Facebook,25-34,24444,1188,87,152,436,0.048600883652430045,0.12794612794612795,6.218294878088692,0.07323232323232323,1.7471264367816093,3,good
105,CAMP_011,2026-04-05,Facebook,18-24,26210,1062,81,116,430,0.04051888592140404,0.10922787193973635,4.425791682563906,0.07627118644067797,1.4320987654320987,4,good
106,CAMP_011,2026-04-06,Facebook,45-54,27160,1304,74,148,513,0.04801178203240059,0.11349693251533742,5.449189985272459,0.05674846625766871,2.0,3,good
107,CAMP_011,2026-04-07,Facebook,25-34,25990,1077,81,149,500,0.04143901500577145,0.13834726090993502,5.7329742208541745,0.07520891364902507,1.8395061728395061,3,good
108,CAMP_011,2026-04-08,Facebook,25-34,28286,1329,93,140,478,0.04698437389521318,0.1053423626787058,4.949444955101464,0.06997742663656885,1.5053763440860215,4,good
109,CAMP_011,2026-04-09,Facebook,25-34,27752,962,81,162,573,0.03466416834822716,0.1683991683991684,5.837417123090227,0.0841995841995842,2.0,3,good
110,CAMP_011,2026-04-10,Facebook,45-54,29711,1064,75,155,507,0.035811652250008416,0.14567669172932332,5.216923025142203,0.07048872180451128,2.066666666666667,3,good
111,CAMP_012,2026-04-01,Facebook,35-44,24694,1060,65,130,442,0.04292540698145299,0.12264150943396226,5.264436705272535,0.06132075471698113,2.0,3,good
112,CAMP_012,2026-04-02,Facebook,18-24,26175,897,67,134,415,0.03426934097421203,0.14938684503901895,5.119388729703916,0.07469342251950947,2.0,3,good
113,CAMP_012,2026-04-03,Facebook,35-44,26918,955,58,112,285,0.0354781187309607,0.11727748691099477,4.1607846050969615,0.060732984293193716,1.9310344827586208,3,good
114,CAMP_012,2026-04-04,Facebook,35-44,26428,1328,83,143,445,0.0502497351294082,0.10768072289156627,5.410927803844407,0.0625,1.7228915662650603,3,good
115,CAMP_012,2026-04-05,Facebook,25-34,27383,923,71,143,410,0.03370704451667093,0.15492957746478872,5.222218164554651,0.07692307692307693,2.0140845070422535,3,good
116,CAMP_012,2026-04-06,Facebook,25-34,26922,1430,112,148,443,0.05311641037070054,0.1034965034965035,5.497362751652924,0.07832167832167833,1.3214285714285714,4,good
117,CAMP_012,2026-04-07,Facebook,35-44,27490,1256,99,148,404,0.04568934157875591,0.1178343949044586,5.383775918515823,0.07882165605095541,1.494949494949495,4,good
118,CAMP_012,2026-04-08,Facebook,25-34,29319,1395,71,118,312,0.04758006753299908,0.08458781362007169,4.024693884511749,0.05089605734767025,1.6619718309859155,3,good
119,CAMP_012,2026-04-09,Facebook,18-24,29764,1253,79,130,322,0.04209783631232361,0.10375099760574621,4.367692514446983,0.06304868316041501,1.6455696202531647,3,good
120,CAMP_012,2026-04-10,Facebook,35-44,29364,1371,94,150,451,0.04668982427462198,0.10940919037199125,5.108295872496934,0.06856309263311451,1.5957446808510638,3,good
121,CAMP_013,2026-04-01,Facebook,18-24,23908,1185,69,114,261,0.04956499916345993,0.09620253164556962,4.768278400535386,0.05822784810126582,1.6521739130434783,3,good
122,CAMP_013,2026-04-02,Facebook,45-54,25612,1292,90,126,257,0.050445103857566766,0.09752321981424149,4.919568952053725,0.0696594427244582,1.4,4,good
123,CAMP_013,2026-04-03,Facebook,25-34,27096,1127,63,113,316,0.04159285503395335,0.1002661934338953,4.170357248302333,0.055900621118012424,1.7936507936507937,3,good
124,CAMP_013,2026-04-04,Facebook,18-24,26224,1229,85,146,278,0.04686546674801708,0.11879576891781937,5.567419158023185,0.0691619202603743,1.7176470588235293,3,good
125,CAMP_013,2026-04-05,Facebook,25-34,25776,1256,76,165,411,0.048727498448168836,0.13136942675159236,6.401303538175047,0.06050955414012739,2.1710526315789473,3,good
126,CAMP_013,2026-04-06,Facebook,18-24,28877,1230,85,172,461,0.042594452332305986,0.13983739837398373,5.956297399314334,0.06910569105691057,2.023529411764706,3,good
127,CAMP_013,2026-04-07,Facebook,25-34,28147,1330,96,140,363,0.04725192738124845,0.10526315789473684,4.973887092762994,0.07218045112781955,1.4583333333333333,4,good
128,CAMP_013,2026-04-08,Facebook,45-54,26879,1047,73,118,301,0.03895234197700807,0.11270296084049666,4.390044272480375,0.06972301814708691,1.6164383561643836,3,good
129,CAMP_013,2026-04-09,Facebook,25-34,27124,1461,98,139,312,0.053863736911959885,0.09514031485284052,5.124612888954432,0.06707734428473648,1.4183673469387754,4,good
130,CAMP_013,2026-04-10,Facebook,35-44,29470,1494,94,167,351,0.050695622667119106,0.11178045515394913,5.666779776043434,0.06291834002677377,1.7765957446808511,3,good
131,CAMP_014,2026-04-01,TikTok,18-24,27528,1129,78,111,360,0.04101278698052892,0.0983170947741364,4.032258064516129,0.06908768821966342,1.4230769230769231,4,good
132,CAMP_014,2026-04-02,TikTok,18-24,28175,1559,127,113,360,0.05533274179236912,0.07248236048749199,4.010647737355812,0.0814624759461193,0.889763779527559,4,good
133,CAMP_014,2026-04-03,TikTok,18-24,28367,1356,87,168,632,0.047802023477984984,0.12389380530973451,5.922374590192829,0.06415929203539823,1.9310344827586208,3,good
134,CAMP_014,2026-04-04,TikTok,25-34,31087,1386,103,172,495,0.044584553028597165,0.1240981240981241,5.532859394602245,0.07431457431457432,1.6699029126213591,3,good
135,CAMP_014,2026-04-05,TikTok,18-24,30588,1614,124,169,482,0.052765790506080816,0.1047087980173482,5.525042500326926,0.0768277571251549,1.3629032258064515,4,good
136,CAMP_014,2026-04-06,TikTok,25-34,32897,1505,118,171,585,0.04574885247894945,0.11362126245847176,5.198042374684622,0.07840531561461794,1.4491525423728813,4,good
137,CAMP_014,2026-04-07,TikTok,35-44,31870,1182,107,175,511,0.037088170693442106,0.14805414551607446,5.491057420771885,0.09052453468697123,1.6355140186915889,3,good
138,CAMP_014,2026-04-08,TikTok,18-24,31911,1321,109,169,532,0.041396383692143775,0.1279333838001514,5.295979442825358,0.08251324753974262,1.5504587155963303,4,good
139,CAMP_014,2026-04-09,TikTok,25-34,32043,1603,125,161,525,0.05002652685453921,0.10043668122270742,5.0244983303685675,0.07797878976918278,1.288,4,good
140,CAMP_014,2026-04-10,TikTok,25-34,32264,1326,94,171,555,0.041098437887428715,0.12895927601809956,5.30002479543764,0.07088989441930618,1.8191489361702127,3,good
141,CAMP_015,2026-04-01,Facebook,35-44,26222,1522,32,140,430,0.05804286477004043,0.09198423127463863,5.339028296849974,0.02102496714848883,4.375,3,good
142,CAMP_015,2026-04-02,Facebook,25-34,25821,1399,78,127,354,0.05418070562720267,0.09077912794853467,4.918477208473723,0.05575411007862759,1.6282051282051282,3,good
143,CAMP_015,2026-04-03,Facebook,18-24,25178,1340,77,126,496,0.053221066010008734,0.09402985074626866,5.004368893478434,0.057462686567164176,1.6363636363636365,3,good
144,CAMP_015,2026-04-04,Facebook,25-34,26441,1452,62,157,483,0.05491471578230778,0.1081267217630854,5.937748194092508,0.04269972451790634,2.532258064516129,3,good
145,CAMP_015,2026-04-05,Facebook,18-24,28676,1777,110,173,542,0.06196819640117171,0.09735509285312324,6.032919514576649,0.061902082160945414,1.5727272727272728,3,good
146,CAMP_015,2026-04-06,Facebook,35-44,26781,1646,89,128,407,0.061461483887830924,0.07776427703523693,4.779507860050035,0.05407047387606318,1.4382022471910112,4,good
147,CAMP_015,2026-04-07,Facebook,45-54,28512,1663,52,173,525,0.05832631874298541,0.10402886349969934,6.067620650953985,0.03126879134095009,3.326923076923077,3,good
148,CAMP_015,2026-04-08,Facebook,25-34,29368,1519,76,154,546,0.05172296377008989,0.10138248847926268,5.24380277853446,0.050032916392363395,2.026315789473684,3,good
149,CAMP_015,2026-04-09,Facebook,35-44,29111,1645,89,170,565,0.056507849266600255,0.1033434650455927,5.839716945484525,0.05410334346504559,1.9101123595505618,3,good
150,CAMP_015,2026-04-10,Facebook,18-24,28714,1513,53,128,393,0.05269206658772724,0.08460013218770654,4.45775579856516,0.03502974223397224,2.4150943396226414,3,good
151,CAMP_016,2026-04-01,Facebook,45-54,27320,1071,72,131,363,0.03920204978038067,0.1223155929038282,4.79502196193265,0.06722689075630252,1.8194444444444444,3,good
152,CAMP_016,2026-04-02,Facebook,25-34,26218,1280,69,149,500,0.048821420398199714,0.11640625,5.683118468227935,0.05390625,2.1594202898550723,3,good
153,CAMP_016,2026-04-03,Facebook,18-24,24644,1318,90,118,322,0.053481577665963315,0.08952959028831563,4.7881837364064275,0.06828528072837632,1.3111111111111111,4,good
154,CAMP_016,2026-04-04,Facebook,18-24,25485,1132,61,154,422,0.044418285265842655,0.13604240282685512,6.042770257013929,0.053886925795053005,2.5245901639344264,3,good
155,CAMP_016,2026-04-05,Facebook,45-54,26385,1084,49,120,332,0.04108394921356832,0.11070110701107011,4.548038658328595,0.045202952029520294,2.4489795918367347,3,good
156,CAMP_016,2026-04-06,Facebook,18-24,27515,1413,91,119,286,0.0513538070143558,0.08421797593772117,4.324913683445394,0.06440198159943383,1.3076923076923077,4,good
157,CAMP_016,2026-04-07,Facebook,45-54,27373,1095,67,128,284,0.04000292258795163,0.11689497716894977,4.676140722609871,0.06118721461187215,1.9104477611940298,3,good
158,CAMP_016,2026-04-08,Facebook,25-34,28905,1469,96,159,394,0.05082165715274174,0.10823689584751532,5.500778412039439,0.0653505786249149,1.65625,3,good
159,CAMP_016,2026-04-09,Facebook,25-34,29142,1653,134,127,384,0.05672225653695697,0.07683000604960677,4.357971312881752,0.08106473079249849,0.9477611940298507,4,good
160,CAMP_016,2026-04-10,Facebook,25-34,29781,1469,97,175,543,0.04932675195594507,0.1191286589516678,5.876229810953292,0.06603131381892444,1.8041237113402062,3,good
161,CAMP_017,2026-04-01,Google Ads,35-44,21993,1216,97,168,440,0.05529031964716046,0.13815789473684212,7.638794161778748,0.07976973684210527,1.731958762886598,3,good
162,CAMP_017,2026-04-02,Google Ads,25-34,23335,1088,79,130,414,0.04662524105421041,0.11948529411764706,5.571030640668524,0.07261029411764706,1.6455696202531647,3,good
163,CAMP_017,2026-04-03,Google Ads,35-44,25330,1313,109,182,489,0.05183576786419266,0.13861386138613863,7.18515594157126,0.08301599390708302,1.6697247706422018,3,good
164,CAMP_017,2026-04-04,Google Ads,35-44,23622,1247,90,125,312,0.05278977224621116,0.10024057738572574,5.291677250021166,0.07217321571772253,1.3888888888888888,4,good
